codigo	grupo	subgrupo	descripcion	precio	tipo_nomenclador	id_nomenclador_detalle
NPE 39	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta oftalmológica en niños de 5 años	18	NORMAL	2
NPE 39	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta oftalmológica en niños de 5 años	18	NORMAL	3
NPE 39	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta oftalmológica en niños de 5 años	18	NORMAL	4
NPE 40	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consejería en salud buco-dental por personal de salud en niños menores de 6 años.	10	NORMAL	1
NPE 40	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consejería en salud buco-dental por personal de salud en niños menores de 6 años.	10	NORMAL	6
NPE 40	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consejería en salud buco-dental por personal de salud en niños menores de 6 años.	10	NORMAL	7
NPE 40	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consejería en salud buco-dental por personal de salud en niños menores de 6 años.	12	NORMAL	5
NPE 40	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consejería en salud buco-dental por personal de salud en niños menores de 6 años.	12	NORMAL	8
NPE 40	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consejería en salud buco-dental por personal de salud en niños menores de 6 años.	12	NORMAL	9
NPE 40	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consejería en salud buco-dental por personal de salud en niños menores de 6 años.	12	NORMAL	10
NPE 40	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consejería en salud buco-dental por personal de salud en niños menores de 6 años.	15	NORMAL	2
NPE 40	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consejería en salud buco-dental por personal de salud en niños menores de 6 años.	15	NORMAL	3
NPE 40	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consejería en salud buco-dental por personal de salud en niños menores de 6 años.	15	NORMAL	4
NPE 41	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicada de inmunización para sarampión en niños menores de 6 años	5	NORMAL	1
NPE 41	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicada de inmunización para sarampión en niños menores de 6 años	5	NORMAL	2
NPE 41	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicada de inmunización para sarampión en niños menores de 6 años	5	NORMAL	3
NPE 41	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicada de inmunización para sarampión en niños menores de 6 años	5	NORMAL	4
NPE 41	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicada de inmunización para sarampión en niños menores de 6 años	5	NORMAL	5
NPE 41	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicada de inmunización para sarampión en niños menores de 6 años	5	NORMAL	6
NPE 41	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicada de inmunización para sarampión en niños menores de 6 años	5	NORMAL	7
NPE 41	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicada de inmunización para sarampión en niños menores de 6 años	7	NORMAL	8
NPE 41	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicada de inmunización para sarampión en niños menores de 6 años	7	NORMAL	9
NPE 41	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicada de inmunización para sarampión en niños menores de 6 años	7	NORMAL	10
NPE 42	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicadas de otras inmunizaciones del esquema de vacunación en niños menores de 6 años	5	NORMAL	1
NPE 42	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicadas de otras inmunizaciones del esquema de vacunación en niños menores de 6 años	5	NORMAL	2
NPE 42	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicadas de otras inmunizaciones del esquema de vacunación en niños menores de 6 años	5	NORMAL	3
NPE 42	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicadas de otras inmunizaciones del esquema de vacunación en niños menores de 6 años	5	NORMAL	4
NPE 42	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicadas de otras inmunizaciones del esquema de vacunación en niños menores de 6 años	5	NORMAL	5
NPE 42	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicadas de otras inmunizaciones del esquema de vacunación en niños menores de 6 años	5	NORMAL	6
NPE 42	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicadas de otras inmunizaciones del esquema de vacunación en niños menores de 6 años	5	NORMAL	7
NPE 42	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicadas de otras inmunizaciones del esquema de vacunación en niños menores de 6 años	7	NORMAL	8
NPE 42	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicadas de otras inmunizaciones del esquema de vacunación en niños menores de 6 años	7	NORMAL	9
NPE 42	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicadas de otras inmunizaciones del esquema de vacunación en niños menores de 6 años	7	NORMAL	10
NPE 42 A	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicada de Sabin en niños de 2, 4, 6 y 18 meses y 6 años o actualización de esquema	7	NORMAL	8
NPE 42 A	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicada de Sabin en niños de 2, 4, 6 y 18 meses y 6 años o actualización de esquema	7	NORMAL	9
NPE 42 A	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicada de Sabin en niños de 2, 4, 6 y 18 meses y 6 años o actualización de esquema	7	NORMAL	10
NPE 42 B	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicada de inmunización Pentavalente en niños de 2, 4 y 6 meses o actualización de esquema	7	NORMAL	8
NPE 42 B	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicada de inmunización Pentavalente en niños de 2, 4 y 6 meses o actualización de esquema	7	NORMAL	9
NPE 42 B	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicada de inmunización Pentavalente en niños de 2, 4 y 6 meses o actualización de esquema	7	NORMAL	10
NPE 42 C	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicada de inmunización Cuadruple en niños de 18 meses o actualización de esquema	7	NORMAL	8
NPE 42 C	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicada de inmunización Cuadruple en niños de 18 meses o actualización de esquema	7	NORMAL	9
NPE 42 C	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicada de inmunización Cuadruple en niños de 18 meses o actualización de esquema	7	NORMAL	10
NPE 42 D	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicada de inmunización para Hepatitis A en niños de 12 meses o actualización de esquema	7	NORMAL	8
NPE 42 D	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicada de inmunización para Hepatitis A en niños de 12 meses o actualización de esquema	7	NORMAL	9
NPE 42 D	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicada de inmunización para Hepatitis A en niños de 12 meses o actualización de esquema	7	NORMAL	10
NPE 42 E	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicada de inmunización Triple Bacteriana Celular en  niños de 6 años o actualización de esquema	7	NORMAL	8
NPE 42 E	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicada de inmunización Triple Bacteriana Celular en  niños de 6 años o actualización de esquema	7	NORMAL	9
NPE 42 E	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicada de inmunización Triple Bacteriana Celular en  niños de 6 años o actualización de esquema	7	NORMAL	10
NPE 42 F	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dopsis aplicada de inmunización Anti- amarilica en niños de 12 meses en departamentos de riesgo	7	NORMAL	8
NPE 42 F	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dopsis aplicada de inmunización Anti- amarilica en niños de 12 meses en departamentos de riesgo	7	NORMAL	9
NPE 42 F	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dopsis aplicada de inmunización Anti- amarilica en niños de 12 meses en departamentos de riesgo	7	NORMAL	10
NPE 74	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Kinesioterapia Respiratoria Ambulatoria  en Infecciones Respiratorias Agudas en Niños Menores de 6 años ( 5 sesiones )	15	NORMAL	5
NPE 74	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Kinesioterapia Respiratoria Ambulatoria  en Infecciones Respiratorias Agudas en Niños Menores de 6 años ( 5 sesiones )	20	NORMAL	6
NPE 74	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Kinesioterapia Respiratoria Ambulatoria  en Infecciones Respiratorias Agudas en Niños Menores de 6 años ( 5 sesiones )	20	NORMAL	7
NPE 74	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Kinesioterapia Respiratoria Ambulatoria  en Infecciones Respiratorias Agudas en Niños Menores de 6 años ( 5 sesiones )	25	NORMAL	3
NPE 74	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Kinesioterapia Respiratoria Ambulatoria  en Infecciones Respiratorias Agudas en Niños Menores de 6 años ( 5 sesiones )	25	NORMAL	4
NPE 74	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Kinesioterapia Respiratoria Ambulatoria  en Infecciones Respiratorias Agudas en Niños Menores de 6 años ( 5 sesiones )	25	NORMAL	8
NPE 74	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Kinesioterapia Respiratoria Ambulatoria  en Infecciones Respiratorias Agudas en Niños Menores de 6 años ( 5 sesiones )	25	NORMAL	9
NPE 74	NIÑO	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Kinesioterapia Respiratoria Ambulatoria  en Infecciones Respiratorias Agudas en Niños Menores de 6 años ( 5 sesiones )	25	NORMAL	10
Pago Dif-1	NULL	NULL	Pago Diferencial 1er Cuatrimestre	0	NORMAL	9
Pago Dif-1	NULL	NULL	Pago Diferencial 1er Cuatrimestre	0	NORMAL	10
Pago Dif-2	NULL	NULL	Pago Diferencial 2do Cuatrimestre	0	NORMAL	9
Pago Dif-2	NULL	NULL	Pago Diferencial 2do Cuatrimestre	0	NORMAL	10
Pago Dif-3	NULL	NULL	Pago Diferencial 3er Cuatrimestre	0	NORMAL	9
Pago Dif-3	NULL	NULL	Pago Diferencial 3er Cuatrimestre	0	NORMAL	10
RCM 10	COMUNIDAD		Captación por búsqueda activa de embarazadas en el primer trimestre por agente sanitario y/o personal de Salud	70	RURAL	4
RCM 10	COMUNIDAD		Carta de derechos de la mujer embarazada indígena	20	RURAL	4
RCM 10	COMUNIDAD		Diagnóstico socio-epidemiológico de población en riesgo, (documento entregado y aprobado)	200	RURAL	4
RCM 10	COMUNIDAD		Encuentros para promoción de pautas alimentarias	80	RURAL	4
RCM 10	COMUNIDAD		Encuentros para promoción de salud sexual y reproductiva	80	RURAL	4
RCM 10	COMUNIDAD		Encuentros para promoción del desarrollo infantil	80	RURAL	4
RCM 10	COMUNIDAD		Ronda Completa de Agente Sanitario en Población Indígena	80	RURAL	4
RCM 11	COMUNIDAD		Captación por búsqueda activa de embarazadas/niños con abandono de controles, por agente sanitario y personal de salud.	70	RURAL	4
REM 76	MUJER	EMBARAZO	Consulta de control prenatal  de 1ra.vez	40	RURAL	4
REM 77	MUJER	EMBARAZO	Consulta ulterior de control  prenatal	36	RURAL	4
REM 78	MUJER	EMBARAZO	Consulta odontológica prenatal - profilaxis	20	RURAL	4
REM 79	MUJER	EMBARAZO	Atención y tratamiento ambulatorio de infección urinaria en embarazada	50	RURAL	4
REM 80	MUJER	EMBARAZO	Atención y tratamiento ambulatorio de anemia leve del embarazo	50	RURAL	4
REM 81	MUJER	EMBARAZO	Inmunización antitetánica en embarazo	10	RURAL	4
RER 82	MUJER	EMBARAZO DE ALTO RIESGO	Atención y tratamiento ambulatorio  de sífilis y ETS en embarazo	80	RURAL	4
RIM 10	IMÁGENES		Rx  de huesos largos en niños  menores de 6 años c/patología prevalente.	24	RURAL	4
RIM 10	IMÁGENES		Rx tórax F y P en mujeres embarazadas	24	RURAL	4
RIM 10	IMÁGENES		Rx. de cráneo F y P en niños menores de 6 años  y mujeres embarazadas	24	RURAL	4
RIM 98	IMÁGENES		Ecografía en control prenatal	50	RURAL	4
RIM 99	IMÁGENES		Rx tórax F y P en niños menores de 6 años	24	RURAL	4
RLM 95	LABORATORIO		Extracción de sangre para análisis de laboratorio. Incluye material descartable.	10	RURAL	4
RLM 96	LABORATORIO		Colposcopía en Control de embarazo  (incluye material descartable)	10	RURAL	4
RLM 97	LABORATORIO		Toma de muestra para PAP (incluye material descartable)	20	RURAL	4
RPE 86	NIÑOS	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica menores de un año	36	RURAL	4
RPE 87	NIÑOS	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consulta pediátrica  de niños de 1 a 6 años	36	RURAL	4
RPE 88	NIÑOS	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria con suplementación vitamínica a niños desnutridos menores de 6 años	50	RURAL	4
RPE 89	NIÑOS	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria de enfermedades diarreicas agudas en niños menores de 6 años	50	RURAL	4
RPE 90	NIÑOS	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Atención ambulatoria de infección respiratoria aguda en niños menores de 6 años	50	RURAL	4
RPE 91	NIÑOS	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Kinesioterapia Respiratoria Ambulatoria  en Infecciones Respiratorias Agudas en Niños Menores de 6 años ( 5 sesiones )	50	RURAL	4
RPE 92	NIÑOS	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Consejería en salud buco-dental por personal de salud en niños menores de 6 años.	30	RURAL	4
RPE 93	NIÑOS	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicada de inmunización para sarampión en niños menores de 6 años	10	RURAL	4
RPE 94	NIÑOS	NIÑOS MENORES DE 6 AÑOS (NO INCLUYE NEONATOS)	Dosis aplicadas de otras inmunizaciones del esquema de vacunación en niños menores de 6 años	10	RURAL	4
RPU 83	MUJER	PUERPERIO	Consulta de puerperio inmediato	36	RURAL	4
RPU 84	MUJER	PUERPERIO	Consejería puerperal en SS y R; lactancia materna y puericultura (prevención de muerte súbita y signos de alarma)	36	RURAL	4
RPU 85	MUJER	PUERPERIO	Inmunización puerperal ( Rubéola )	10	RURAL	4
RTM 11	TRANSPORTE		Transporte de emergencia del RN	1.2	RURAL	4
RTM 11	TRANSPORTE		Transporte por referencia de zona A de embarazadas y niños menores de 6 años	40	RURAL	4
RTM 11	TRANSPORTE		Transporte por referencia de zona B de embarazadas y niños menores de 6 años	0.8	RURAL	4
SIS 01	MUJER	EMBARAZO	Consulta de control prenatal  de 1ra.vez	120	NORMAL	8
SIS 01	MUJER	EMBARAZO	Consulta de control prenatal  de 1ra.vez	120	NORMAL	9
SIS 01	MUJER	EMBARAZO	Consulta de control prenatal  de 1ra.vez	120	NORMAL	10
SIS 17	MUJER	PARTO	Atención de parto y recién nacido	300	NORMAL	8
SIS 17	MUJER	PARTO	Atención de parto y recién nacido	300	NORMAL	9
SIS 17	MUJER	PARTO	Atención de parto y recién nacido	300	NORMAL	10
SIS 18	MUJER	PARTO	Cesárea y atención del recién nacido	300	NORMAL	8
SIS 18	MUJER	PARTO	Cesárea y atención del recién nacido	300	NORMAL	9
SIS 18	MUJER	PARTO	Cesárea y atención del recién nacido	300	NORMAL	10
TMI 69	TRANSPORTE		Transporte de emergencia del RN	1.2	NORMAL	2
TMI 69	TRANSPORTE		Transporte de emergencia del RN	1.2	NORMAL	3
TMI 69	TRANSPORTE		Transporte de emergencia del RN	1.2	NORMAL	4
TMI 69	TRANSPORTE		Transporte de emergencia del RN	1.2	NORMAL	5
TMI 69	TRANSPORTE		Transporte de emergencia del RN	100	NORMAL	1
TMI 69	TRANSPORTE		Transporte de emergencia del RN	1000	NORMAL	9
TMI 69	TRANSPORTE		Transporte de emergencia del RN	1000	NORMAL	10
TMI 69	TRANSPORTE		Transporte de emergencia del RN	200	NORMAL	6
TMI 69	TRANSPORTE		Transporte de emergencia del RN	200	NORMAL	7
TMI 69	TRANSPORTE		Transporte de emergencia del RN	200	NORMAL	8
TMI 70	TRANSPORTE		Transporte por referencia de zona A de embarazadas y niños menores de 6 años	0.69	NORMAL	1
TMI 70	TRANSPORTE		Transporte por referencia de zona A de embarazadas y niños menores de 6 años	40	NORMAL	2
TMI 70	TRANSPORTE		Transporte por referencia de zona A de embarazadas y niños menores de 6 años	40	NORMAL	3
TMI 70	TRANSPORTE		Transporte por referencia de zona A de embarazadas y niños menores de 6 años	40	NORMAL	4
TMI 70	TRANSPORTE		Transporte por referencia de zona A de embarazadas y niños menores de 6 años	40	NORMAL	5
TMI 70	TRANSPORTE		Transporte por referencia de zona A de embarazadas y niños menores de 6 años	50	NORMAL	6
TMI 70	TRANSPORTE		Transporte por referencia de zona A de embarazadas y niños menores de 6 años	50	NORMAL	7
TMI 70	TRANSPORTE		Transporte por referencia de zona A de embarazadas y niños menores de 6 años	50	NORMAL	8
TMI 70	TRANSPORTE		Transporte por referencia de zona A de embarazadas y niños menores de 6 años	50	NORMAL	9
TMI 70	TRANSPORTE		Transporte por referencia de zona A de embarazadas y niños menores de 6 años	50	NORMAL	10
TMI 71	TRANSPORTE		Transporte por referencia de zona B de embarazadas y niños menores de 6 años	0.8	NORMAL	2
TMI 71	TRANSPORTE		Transporte por referencia de zona B de embarazadas y niños menores de 6 años	0.8	NORMAL	3
TMI 71	TRANSPORTE		Transporte por referencia de zona B de embarazadas y niños menores de 6 años	0.8	NORMAL	4
TMI 71	TRANSPORTE		Transporte por referencia de zona B de embarazadas y niños menores de 6 años	0.8	NORMAL	5
TMI 71	TRANSPORTE		Transporte por referencia de zona B de embarazadas y niños menores de 6 años	100	NORMAL	6
TMI 71	TRANSPORTE		Transporte por referencia de zona B de embarazadas y niños menores de 6 años	100	NORMAL	7
TMI 71	TRANSPORTE		Transporte por referencia de zona B de embarazadas y niños menores de 6 años	100	NORMAL	8
TMI 71	TRANSPORTE		Transporte por referencia de zona B de embarazadas y niños menores de 6 años	100	NORMAL	9
TMI 71	TRANSPORTE		Transporte por referencia de zona B de embarazadas y niños menores de 6 años	100	NORMAL	10
TMI 71	TRANSPORTE		Transporte por referencia de zona B de embarazadas y niños menores de 6 años	80	NORMAL	1
