nombre	domicilio	departamento	localidad	codpos	cuidad	referente	tel	com_gestion	com_gestion_firmante	fecha_comp_ges	fecha_fin_comp_ges	com_gestion_pago_indirecto	tercero_admin	tercero_admin_firmante	fecha_tercero_admin	fecha_fin_tercero_admin	cuie	usuario	fecha_modificacion	dni_firmante_actual	com_gestion_firmante_actual	n_2008	n_2009	id_nomenclador_detalle	id_zona_sani	mail	padre
CAPS ANTIGUO CENTRO	AMEGHINO S/N	042	020	3380	ELDORADO	VERÓNICA ANDERSSON	                         	VERDADERO 	VERÓNICA ANDERSSON	2006-07-01	2011-12-31	VERDADERO 	N95613	FABIO MARTINEZ	2008-03-26	2009-12-31	N05375				VERÓNICA ANDERSSON			10	10	                                        	
CAPS SOMRAW	CALLE PINDÓ S/N	042	020	3380	ELDORADO	ALICIA KLEINBIELEN	                         	VERDADERO 	ALICIA KLEINBIELEN	2005-01-01	2011-12-31	VERDADERO 	N95613	FABIO MARTINEZ	2008-03-26	2009-12-31	N05376				ALICIA KLEINBIELEN			10	10	                                        	
POSTA SANIT. IMHOFF VALLE HERMOSO KM 25	KM. 25	042	020	3380	ELDORADO	DR. JULIO VÍCTOR GALARZA		FALSO     				FALSO     					N05377							10	10	                                        	
CAPS  PINARES	PUERTO PINARES	042	020	3380	ELDORADO	JORGE HIRSCHFELD		VERDADERO 	JORGE HIRSCHFELD	2006-07-01	2011-12-31	VERDADERO 	N95613	FABIO MARTINEZ	2008-03-26	2009-12-31	N05378				JORGE HIRSCHFELD			10	10	                                        	
POSTA SANIT. PICADA 14 SAN PEDRO Y SAN PABLO		042	020	3380	ELDORADO			FALSO     				FALSO     					N05379							10	10	                                        	
CAPS UNIVERSITARIO	AV. SAN MARTIN KM. 2	042	020	3380	ELDORADO	FABIO MARTÍNEZ	03751-430436             	VERDADERO 	FABIO R. MARTÍNEZ	2005-01-01	2011-12-31	VERDADERO 	N95613	FABIO MARTINEZ	2008-03-26	2009-12-31	N05381				FABIO R. MARTÍNEZ			10	10	                                        	
CAPS LOMAS DEL PARANA	LOMAS DEL PARANÁ	042	020	3380	ELDORADO	MYRIAM LILIANA DA SILVA	                         	VERDADERO 	MYRIAM LILIANA DA SILVA	2006-07-01	2011-12-31	VERDADERO 	N95613	FABIO MARTINEZ	2008-03-26	2009-12-31	N05382				MYRIAM LILIANA DA SILVA			10	10	                                        	
CAPS. 1° DE MAYO	CALLE MERLO S/N BARRIO 1º DE MAYO	042	020	3380	ELDORADO	NORMA TELLO	                         	VERDADERO 	NORMA TELLO	2006-07-01	2011-12-31	VERDADERO 	N95613	FABIO MARTINEZ	2008-03-26	2009-12-31	N05383				NORMA TELLO			10	10	                                        	
CAPS SANTA TERESA	EX RUTA 12 KM 20	084	050	3381	PUERTO PIRAY	EDUARDO BULLMAN	                         	VERDADERO 	EDUARDO BULLMAN	2007-07-10	2011-12-31	VERDADERO 	N95613	FABIO MARTINEZ	2008-03-26	2009-12-31	N05384				EDUARDO BULLMAN			10	10	                                        	
CAPS KM 18	KM. 18	042	020	3380	ELDORADO	MARÍA FERNANDA SENESTRANI		FALSO     		2007-07-10	2008-12-31	FALSO     					N05387							10	10	                                        	
CAPS VICTORIA CENTRO	VICTORIA KM 5	042	010	3382	COLONIA VICTORIA	DRA MONICA AGUIRRE	                         	VERDADERO 	MÓNICA AGUIRRE	2005-12-01	2011-12-31	VERDADERO 	N95613	FABIO MARTINEZ	2008-03-26	2009-12-31	N05388				MÓNICA AGUIRRE			10	10	                                        	
CAPS 9 DE JULIO KILÓMETRO 20 - 24	RUTA 17 KM 20	042	040	3380	9 DE JULIO	DR. KOZARIK JUAN CARLOS	                         	VERDADERO 	JUAN CARLOS KOZARIK	2005-12-01	2011-12-31	VERDADERO 	N95613	FABIO MARTINEZ	2008-03-26	2009-12-31	N05389				JUAN CARLOS KOZARIK			10	10	                                        	
CAPS SGO  LINIERS KILÓMETRO 36	SGO  LINIERS KILÓMETRO 36	042	080	3381	SANTIAGO DE LINIERS	DR. JULIO VÍCTOR GALARZA	                         	FALSO     				FALSO     					N05391							10	10	                                        	
CAPS SGO LINIERS KILÓMETRO 48	KM. 48 SANTIAGO DE LINIERS	042	080	3381	SANTIAGO DE LINIERS	DR. JULIO VÍCTOR GALARZA	                         	FALSO     				FALSO     					N05392							10	10	                                        	
CAPS SGO LINIERS KILÓMETRO 29 - CAFETTI	RUTA 17 KM 29	042	080	3381	SANTIAGO DE LINIERS	GABRIEL ANGELINO	                         	VERDADERO 	GABRIEL ANGELINO	2005-12-01	2011-12-31	VERDADERO 	N95613	FABIO MARTINEZ	2008-03-26	2009-12-31	N05393				GABRIEL ANGELINO			10	10	                                        	
CAPS COLONIA DELICIA KM 22	DELICIA KM 22	042	110	3382	COLONIA DELICIA		                         	FALSO     				FALSO     					N05395							10	10	                                        	
CAPS COLONIA DELICIA KM 33	DELICIA KM 33	042	110	3382	COLONIA DELICIA		                         	FALSO     				FALSO     					N05396							10	10	                                        	
CAPS COLONIA DELICIA KM 15	DELICIA KM 15	042	110	3382	COLONIA DELICIA		                         	FALSO     				FALSO     					N05397							10	10	                                        	
CAPS COLONIA DELICIA KM 4	DELICIA KM 4	042	110	3382	COLONIA DELICIA		                         	FALSO     				FALSO     					N05398							10	10	                                        	
C.E.P. BARRIO 300 VIVIENDAS IPRODHA	LAS CALANDRIAS S/N ENTRE ZORZAL Y LAS CALANDRIAS	063	030	3370	IGUAZU	RUPERTO DANIEL MARTÍNEZ	                         	VERDADERO 	RUPERTO DANIEL MARTÍNEZ	2006-11-01	2011-12-31	VERDADERO 	N95744	IRENE ADARO	2008-08-06	2009-12-31	N05400				RUPERTO DANIEL MARTÍNEZ			10	10	                                        	
CAPS BARRIO HERMOSO	FELIPE DE AMADO S/N ENTRE ROSARIO CEBALLOS Y PEDRO	063	030	3370	IGUAZU	RUPERTO DANIEL MARTÍNEZ	                         	VERDADERO 	RUPERTO DANIEL MARTÍNEZ	2006-11-01	2011-12-31	VERDADERO 	N95744	IRENE ADARO	2008-08-06	2009-12-31	N05401				RUPERTO DANIEL MARTÍNEZ			10	10	                                        	
CAPS VILLA ALTA	ALBERDI 444 ENTRE JUAN BAUTISTA Y SAN IGNACIO DE L	063	030	3370	IGUAZU	RUPERTO DANIEL MARTÍNEZ	                         	VERDADERO 	RUPERTO DANIEL MARTÍNEZ	2006-11-01	2011-12-31	VERDADERO 	N95744	IRENE ADARO	2008-08-06	2009-12-31	N05402				RUPERTO DANIEL MARTÍNEZ			10	10	                                        	
CAPS VILLA BELÉN	PANCHO RAMIREZ ENTRE AV. VERA PEÑALOZA Y SAN RAMO	063	030	3370	IGUAZU	RUPERTO DANIEL MARTÍNEZ	                         	VERDADERO 	RUPERTO DANIEL MARTÍNEZ	2006-11-01	2011-12-31	VERDADERO 	N95744	IRENE ADARO	2008-08-06	2009-12-31	N05403				RUPERTO DANIEL MARTÍNEZ			10	10	                                        	
POSTA S. COM. GUARANÍ	RUTA 12 KM. 5 (TOMA DE AGUA) ZONA DE GRANJA	063	030	3370	IGUAZU	RUPERTO DANIEL MARTÍNEZ	                         	FALSO     				FALSO     					N05404							10	10	                                        	
ALDEA MBORERÉ	COMUNIDAD MBORORÉ	063	030	3370	IGUAZU	MARIO RICARDO MARTÍN GARIGOBLIO		VERDADERO 	RUPERTO DANIEL MARTÍNEZ	2006-11-01	2011-12-31	VERDADERO 	N03169	DORA RÍOS	2008-07-11	2009-12-31	N05405				RUPERTO DANIEL MARTÍNEZ			10	10	                                        	
CAPS CABURE-Í	RUTA 101	049	010	s/n	CMTE GUACURARY		03757-497061             	VERDADERO 		2009-11-01	2011-12-31	FALSO     					N05406							10	11	                                        	
PUESTO DE SALUD DESEADO	DESEADO	049	010	s/n	CMTE GUACURARY	DR. RUBÉN MENDOZA	                         	VERDADERO 				FALSO     					N05407							10	11	                                        	
HOSPITAL DE ANDRESITO - NIVEL I		049	010	s/n	CMTE GUACURARY			FALSO     				FALSO     					N05408							10	11	                                        	
CAPS INTEGRACIÓN	INTEGRACIÓN	049	010	s/n	CMTE GUACURARY	DR. RUBÉN MENDOZA	                         	VERDADERO 		2009-11-23	2011-12-31	FALSO     					N05409							10	11	                                        	
PUESTO S. PTO. ESPERANZA	PUERTO ESPERANZA	063	010	3378	PUERTO ESPERANZA	JULIO RAÚL ZARZA		FALSO     				FALSO     					N05410							10	10	                                        	
PUESTO DE SALUD ESPERANZA CENTRO - APS	ESPERANZA CENTRO	063	010	3378	PUERTO ESPERANZA	JULIO RAÚL ZARZA		FALSO     				FALSO     					N05411							10	10	                                        	
PUESTO S. WANDA CENTRO (O Bº UNÓN)	LOS HELECHOS Y 9 DE JULIO	063	040	3376	COLONIA WANDA	EDUARDO LUIS SCOLARI	                         	VERDADERO 	EDUARDO LUIS SCOLARI	2006-07-01	2011-12-31	VERDADERO 	N95613	FABIO MARTINEZ	2008-03-26	2009-12-31	N05412				EDUARDO LUIS SCOLARI			10	10	                                        	
PUESTO S. PUERTO  WANDA	AV. EVA PERON S/N	063	040	3376	COLONIA WANDA	LILIANA CHUMEN	03757-470750             	VERDADERO 	LILIANA CHUMEN	2006-07-01	2011-12-31	VERDADERO 	N95613	FABIO MARTINEZ	2008-03-26	2009-12-31	N05413				LILIANA CHUMEN			10	10	                                        	
CAPS BARRIO OBRERO	PALO ROSA S/N ENTRE PETYRIBÍ Y JUAN MANUEL DE ROS	063	030	3370	IGUAZU	RUPERTO DANIEL MARTÍNEZ	                         	VERDADERO 	RUPERTO DANIEL MARTÍNEZ	2006-11-01	2011-12-31	VERDADERO 	N95744	IRENE ADARO	2008-06-06	2009-12-31	N05414				RUPERTO DANIEL MARTÍNEZ			10	10	                                        	
CAPS DOS HERMANAS	PARAJE DOS HERMANAS	049	020	3366	BERNARDO DE YRIGOYEN	MARÍA EMILIA BRÍTEZ	                         	VERDADERO 	MARÍA EMILIA BRÍTEZ	2006-07-01	2011-12-31	VERDADERO 	N03156	MARCO ANTONIO FRETES	2006-07-01	2009-12-31	N05415				MARÍA EMILIA BRÍTEZ			10	11	                                        	
CAPS GRAMADO - RURAL	PARAJE JUAN MANUEL DE ROSAS	049	020	3366	BERNARDO DE YRIGOYEN	MARÍA EMILIA BRÍTEZ	                         	VERDADERO 	MARÍA EMILIA BRÍTEZ	2006-07-01	2011-12-31	VERDADERO 	N03156	MARCO ANTONIO FRETES	2006-07-01	2009-12-31	N05417				MARÍA EMILIA BRÍTEZ			10	11	                                        	
CAPS PIRAY MINÍ	PIRAY MINÍ	049	020	3366	BERNARDO DE YRIGOYEN	DR. DANIEL OSVALDO CÁCERES		FALSO     				FALSO     					N05418							10	11	                                        	
POSTA S. ESC. 775 SARMIENTO		049	020	3366	BERNARDO DE YRIGOYEN			FALSO     				FALSO     					N05419							10	11	                                        	
CAPS PIÑALITO NORTE	PIÑALITO NORTE	049	020	3366	BERNARDO DE YRIGOYEN	DR. CÁCERES DANIEL		VERDADERO 	DANIEL OSVALDO CÁCERES	2006-07-01	2011-12-31	VERDADERO 	N03166	DANIEL OSVALDO CÁCERES	2006-07-01	2009-12-31	N05420				DANIEL OSVALDO CÁCERES			10	11	                                        	
PARAJE MACACA	PARAJE MACACA	049	020	3366	BERNARDO DE YRIGOYEN	DR. JULIO VÍCTOR GALARZA	                         	FALSO     				FALSO     					N05422							10	11	                                        	
CAPS BARRIO TERMINAL	BARRIO TERMINAL	049	020	3366	BERNARDO DE YRIGOYEN	DR. DANIEL OSVALDO CÁCERES		FALSO     				FALSO     					N05423							10	11	                                        	
CAPS CAMPIÑAS DE AMÉRICA - RURAL	PARAJE CAMPIÑAS DE AMERICA	049	020	3366	BERNARDO DE YRIGOYEN	MARÍA EMILIA BRÍTEZ	                         	VERDADERO 	MARÍA EMILIA BRÍTEZ	2006-07-01	2011-12-31	VERDADERO 	N03156	MARCO ANTONIO FRETES	2006-07-01	2009-12-31	N05424				MARÍA EMILIA BRÍTEZ			10	11	                                        	
PUESTO S. KILÓMETRO 80		049	020	3366	BERNARDO DE YRIGOYEN			FALSO     				FALSO     					N05425							10	11	                                        	
PUESTO S. COSTA PEPIRÍ		049	020	3366	BERNARDO DE YRIGOYEN			FALSO     				FALSO     					N05426							10	11	                                        	
CAPS DESEADO	DESEADO	112	040	3364	SAN PEDRO	DR. CRISTIAN CRISTALDO		FALSO     		2009-11-01	2011-12-31	FALSO     					N05427							10	11	                                        	
CAPS. SANTA ROSA	ANTARTIDA ARGENTINA S/N ENTRE LOS JAZMINES	063	030	3370	IGUAZU	RUPERTO DANIEL MARTÍNEZ	                         	VERDADERO 	RUPERTO DANIEL MARTÍNEZ	2006-11-01	2011-12-31	VERDADERO 	N95744	IRENE ADARO	2008-08-06	2009-12-31	N05428				RUPERTO DANIEL MARTÍNEZ			10	10	                                        	
POSTA S. ESC. 303 PJE. 3 MARÍAS		063	030	3370	IGUAZU			FALSO     				FALSO     					N05429							10	10	                                        	
CAPS TOBUNA	RUTA NACIONAL 14	112	040	3364	SAN PEDRO	CRISTIAN CRISTALDO	                         	VERDADERO 	CRISTIAN CRISTALDO	2006-07-01	2011-12-31	VERDADERO 	N05181	DRA. ALICIA PUJATO	2006-07-01	2009-12-31	N05430				CRISTIAN CRISTALDO			10	11	                                        	
CAPS PARAISO	RUTA NACIONAL 14 KM 1034	112	040	3364	SAN PEDRO	CRISTIAN CRISTALDO	                         	VERDADERO 	CRISTIAN CRISTALDO	2007-06-25	2011-12-31	VERDADERO 	N95729	DR. OSCAR HERRERA	2008-10-10	2009-12-31	N05431				CRISTIAN CRISTALDO			10	11	                                        	
PUESTO DE SALUD CRUCE CABALLERO	RUTA NACIONAL 14 Y PROVINCIAL	112	040	3364	SAN PEDRO	CRISTIAN CRISTALDO	                         	VERDADERO 	CRISTIAN CRISTALDO	2007-06-25	2011-12-31	VERDADERO 	N95729	DR. OSCAR HERRERA	2008-10-10	2009-12-31	N05432				CRISTIAN CRISTALDO			10	11	                                        	
CAPS  POZO AZUL	RUTA PROVINCIAL 16 Y 25	112	040	3364	SAN PEDRO	CRISTIAN CRISTALDO	                         	VERDADERO 	CRISTIAN CRISTALDO	2008-10-10	2011-12-31	VERDADERO 	N95729	DR. OSCAR HERRERA	2008-10-10	2009-12-31	N05433				CRISTIAN CRISTALDO			10	11	                                        	
HOSPITAL DE PEDIATRÍA NIVEL III "DR. FERNANDO BARREYRO"	AV MARIANO MORENO 110	028	030	3300	POSADAS	MATILDE NORMA BENÍTEZ	03752-447784             	VERDADERO 	MATILDE NORMA BENÍTEZ	2005-01-01	2011-12-31	FALSO     					N05434				MATILDE NORMA BENÍTEZ			10	6	                                        	
HOSPITAL DE  ENFERMEDADES TRANSMISIBLES - DR. PEDRO BALIÑA	AV QUARANTA RUTA 12 SIN NUMERO	028	030	3300	POSADAS	DRA. TOLEDO ILDA INÉS	(03752)- 45-8248         	FALSO     	MÓNICA DEL CARMEN FRAGUEIRO	2006-07-01	2011-12-31	VERDADERO 	N95614	DRA. STELLA MARIS MUÑOZ DE CRIBB	2006-07-01	2009-12-31	N05435				MÓNICA DEL CARMEN FRAGUEIRO			10	6	                                        	
HOSPITAL DE REHABILITACION EN  SALUD MENTAL - DR. RAMÓN CARRILLO	AV QUARANTA RUTA 12 SIN NUMERO	028	030	3300	POSADAS	DR. ESTÉVEZ	03752-458262             	FALSO     				FALSO     					N05436							10	6	                                        	
CAPS Nº 4 LA PICADA	CH. 86. AV. T. DE TACUARÍ (FRENTE SECC. 2ª)	028	030	3300	POSADAS	DRA D' ALONZO MARIA TERESA	03752 448795             	VERDADERO 	MARÍA TERESA D' ALONZO	2005-12-01	2011-12-31	VERDADERO 	N95614	DRA. STELLA MARIS MUÑOZ DE CRIBB	2006-07-01	2009-12-31	N05437				MARÍA TERESA D' ALONZO			10	6	                                        	
CAPS Nº 8 ROCAMORA	AV. BLAS PARERA Y AV. TOMAS GUIDO	028	030	3300	POSADAS	DRA PEREZ ETELVINA	03752 448798             	VERDADERO 	DANIEL HORACIO MYSLICKI	2005-12-01	2011-12-31	VERDADERO 	N95614	DRA. STELLA MARIS MUÑOZ DE CRIBB	2006-07-01	2009-12-31	N05438				DANIEL HORACIO MYSLICKI			10	6	                                        	
C.E.P. Nº 09 SAN ALBERTO	BARRIO SAN ALBERTO	028	030	3300	POSADAS	LUIS ALBERTO ESQUIVEL		FALSO     				FALSO     					N05439							10	6	                                        	
C.E.P. Nº 14 BAJADA VIEJA		028	030	3300	POSADAS			FALSO     				FALSO     					N05440							10	6	                                        	
CAPS Nº 18 SANTA INÉS	BARRIO EL CHOGÚ RUTA 105 KM 8,5	028	010	3304	GARUPA	DR. FERREYRA JORGE DANIEL	                         	VERDADERO 	JORGE DANIEL FERREYRA	2006-07-01	2011-12-31	VERDADERO 	N95614	DRA. STELLA MARIS MUÑOZ DE CRIBB	2006-07-01	2009-12-31	N05441				JORGE DANIEL FERREYRA			10	6	                                        	
CAPS. Nº 19 DON SANTIAGO	BARRIO DON SANTIAGO	028	010	3304	GARUPA	DR FERREYRA JORGE DANIEL	03752 491403             	VERDADERO 	JORGE DANIEL FERREYRA	2005-12-01	2011-12-31	VERDADERO 	N95614	DRA. STELLA MARIS MUÑOZ DE CRIBB	2006-07-01	2009-12-31	N05442				JORGE DANIEL FERREYRA			10	6	                                        	
CAPS. Nº 21 INDEPENDENCIA	BARRIO INDEPENDENCIA CALLE 65 Y LAPRIDA	028	030	3300	POSADAS	MIRTA BEATRIZ VIÑALES	03752 597444             	VERDADERO 	MIRTA BEATRIZ VIÑALES	2006-07-01	2011-12-31	VERDADERO 	N95614	DRA. STELLA MARIS MUÑOZ DE CRIBB	2006-07-01	2009-12-31	N05443				MIRTA BEATRIZ VIÑALES			10	6	                                        	
C.E.P. Nº 27 1° DE MAYO	BARRIO 1º DE MAYO	028	030	3300	POSADAS	DR. GERMAN BRICHT		FALSO     				FALSO     					N05444							10	6	                                        	
CAPS Nº 28 B° TACURÚ	Bº TACURU	028	030	3300	POSADAS	LILIANA ALICIA BENÍTEZ	                         	VERDADERO 	LILIANA ALICIA BENÍTEZ	2006-07-01	2011-12-31	VERDADERO 	N95614	DRA. STELLA MARIS MUÑOZ DE CRIBB	2006-07-01	2009-12-31	N05445				LILIANA ALICIA BENÍTEZ			10	6	                                        	
CAPS N° 30 - NEMESIO PARMA	NEMECIO PARMA	028	030	3300	POSADAS	DRA. TOLEDO ILDA INÉS	03752                    	VERDADERO 	MÓNICA DEL CARMEN FRAGUEIRO	2006-07-01	2011-12-31	VERDADERO 	N95614	DRA. STELLA MARIS MUÑOZ DE CRIBB	2006-07-01	2009-12-31	N05446				MÓNICA DEL CARMEN FRAGUEIRO			10	6	                                        	
CAPS N° 10 GARUPÁ	SAN MARTIN Y BELGRANO	028	010	3304	GARUPA	FERNANDO ARIEL SILVERO	03752- 491271            	VERDADERO 	FERNANDO ARIEL SILVERO	2005-12-01	2011-12-31	VERDADERO 	N95614	DRA. STELLA MARIS MUÑOZ DE CRIBB	2006-07-01	2009-12-31	N05447				FERNANDO ARIEL SILVERO			10	6	                                        	
C.E.P. MUNICIP. LATINOAMÉRICA	Bº LATINOAMÉRICA	028	030	3300	POSADAS	ELSA BRÍTEZ		VERDADERO 	ELSA BRÍTEZ	2008-10-01	2011-12-31	VERDADERO 	N10450	LAURA BEATRÍZ BLODEK	2008-10-01	2009-12-31	N05448				ELSA BRÍTEZ			10	6	                                        	
C.E.P. MUNICIP. VILLA LANÚS	MIGUEL LANÚS	028	030	3300	POSADAS	LILIANA ROMERO		VERDADERO 	LILIANA ROMERO	2008-10-01	2011-12-31	VERDADERO 	N10450	LAURA BEATRÍZ BLODEK	2008-10-01	2009-12-31	N05449				LILIANA ROMERO			10	6	                                        	
C.E.P. MUNICIP. 2 DE ABRIL	BARRIO 2 DE ABRIL	028	030	3300	POSADAS	LUIS ALBERTO ESQUIVEL		FALSO     				FALSO     					N05450							10	6	                                        	
C.E.P. MUNICIP. EL PROGRESO	BARRIO EL PROGRESO	028	030	3300	POSADAS	LUIS ALBERTO ESQUIVEL		FALSO     				FALSO     					N05451							10	6	                                        	
C.E.P. MUNICIP. LAS ROSAS	LAS ROSAS	028	030	3300	POSADAS	VERÓNIZA NASADIK		VERDADERO 	VERÓNICA NASADIK	2008-10-01	2011-12-31	VERDADERO 	N10450	LAURA BEATRIZ BLODEK	2008-10-01	2009-12-31	N05452				VERÓNICA NASADIK			10	6	                                        	
C.E.P. MUNICIP. KARINA MOYANO	Bº K. MOYANO	028	030	3300	POSADAS	LUIS ALBERTO ESQUIVEL		FALSO     				FALSO     					N05453							10	6	                                        	
C.E.P. MUNICIP. LAS VERTIENTES	Bº LAS VERTIENTES	028	030	3300	POSADAS	LUIS ALBERTO ESQUIVEL		FALSO     				FALSO     					N05454							10	6	                                        	
C.E.P. MUNIC. Bº SAN GERARDO - VICTOR RECK - Bº PAM	SAN GERARDO	028	030	3300	POSADAS	JORGE ALMEIDA		VERDADERO 	JORGE ALMEIDA	2008-10-01	2011-12-31	VERDADERO 	N10450	LAURA BEATRIZ BLODEK	2008-10-01	2009-12-31	N05455				JORGE ALMEIDA			10	6	                                        	
DISPENSARIO DERMATOLÓGICO		028	030	3300	POSADAS			FALSO     				FALSO     					N05456							10	6	                                        	
PARQUE ODONTOLOGICO		028	030	3300	POSADAS			FALSO     		2006-07-01	2008-12-31	FALSO     					N05457							10	6	                                        	
ESC. 106 (CONS. ODONTOLÓGICO)		028	030	3300	POSADAS			FALSO     				FALSO     					N05458							10	6	                                        	
MOVIL ODONTOLÓGICO		028	030	3300	POSADAS			FALSO     				FALSO     					N05459							10	6	                                        	
OPERATIVOS APS MUNICIPAL		028	030	3300	POSADAS			FALSO     				FALSO     					N05460							10	6	                                        	
CAPS GUATAMBÚ	GUATAMBÚ	084	030	3384	MONTECARLO	MARÍA ALEJANDRA LAMY	                         	VERDADERO 	MARÍA ALEJANDRA LAMY	2008-09-10	2011-12-31	VERDADERO 	N05177	MARÍA ALEJANDRA LAMY	2006-07-01	2009-12-31	N05462				MARÍA ALEJANDRA LAMY			10	10	                                        	
COMUNIDAD PERUTÍ	COLONIA PERUTI	084	030	3384	MONTECARLO	MARÍA ALEJANDRA LAMY		VERDADERO 	MARÍA ALEJANDRA LAMY	2007-05-17	2011-12-31	VERDADERO 		DORA RÍOS	2008-07-11	2009-12-31	N05463				MARÍA ALEJANDRA LAMY			10	10	                                        	
POSTA SANIT. SAN LORENZO (M. SUAREZ)	SAN LORENZO	084	030	3384	MONTECARLO	MARÍA ALEJANDRA LAMY	                         	VERDADERO 	MARÍA ALEJANDRA LAMY	2006-07-01	2011-12-31	VERDADERO 	N05177	MARÍA ALEJANDRA LAMY	2006-07-01	2009-12-31	N05464				MARÍA ALEJANDRA LAMY			10	10	                                        	
PUESTO DE SALUD PASARELA	PASARELA	084	030	3384	MONTECARLO	ANDREA RHORMOSER		FALSO     				FALSO     					N05466							10	10	                                        	
PUESTO DE SALUD PUERTO VICTORIA	PUERTO VICTORIA	084	030	3384	MONTECARLO	DR. JULIO VÍCTOR GALARZA		FALSO     				FALSO     					N05467							10	10	                                        	
CAPS. PIRAY KM 18	EX RUTA 12 KM 18	084	050	3381	PUERTO PIRAY	EDUARDO BULLMAN	                         	VERDADERO 	EDUARDO BULLMAN	2007-07-10	2011-12-31	VERDADERO 	N95613	FABIO MARTINEZ	2008-03-26	2009-12-31	N05468				EDUARDO BULLMAN			10	10	                                        	
CAPS. GALLO MONTARAZ	BARRIO GALLO MONTARAZ	084	050	3381	PUERTO PIRAY	DR. JULIO VÍCTOR GALARZA	                         	FALSO     				FALSO     					N05469							10	10	                                        	
CAPS CARAGUATAY	CARAGUATAY KM 10	084	010	3386	CARAGUATAY	DRA. ROSCHMOSSER ANDREA	                         	VERDADERO 	ANDREA ROHRMOSER	2005-11-01	2011-12-31	VERDADERO 	N95613	FABIO MARTINEZ	2008-03-26	2009-12-31	N05470				ANDREA ROHRMOSER			10	10	                                        	
CAPS TARUMA	TASRUMÁ	084	010	3386	CARAGUATAY	DRA. ROSCHMOSSER ANDREA	                         	VERDADERO 	ANDREA ROHRMOSER	2007-02-27	2011-12-31	VERDADERO 	N95613	FABIO MARTINEZ	2008-03-26	2009-12-31	N05471				ANDREA ROHRMOSER			10	10	                                        	
APS MUNICIPALIDAD POSADAS	SAN MARTÍN Y RIVADAVIA	028	030	3300	POSADAS	LAURA BEATRÍZ BLODEK		FALSO     				FALSO     					N10450							10	6	                                        	
CAPS Nº 29 32-33	CH. 32-33. GOMEZ PORTINHO CASI ANDRESITO	028	030	3300	POSADAS	ANA AURORA CARDOZO	03752-458205             	VERDADERO 	ANA AURORA CARDOZO	2006-07-01	2011-12-31	VERDADERO 	N95614	DRA. STELLA MARIS MUÑOZ DE CRIBB	2006-07-01	2009-12-31	N10451				ANA AURORA CARDOZO			10	6	                                        	
CAPS TARANCO	TARANCO	007	010	3350	APOSTOLES	DRA. CARMEN JOSEFA KRUK		FALSO     				FALSO     					N10452							10	7	                                        	
CAPS ARROYITO	Bº ARROYITO CALLE S/N A 1500 MTS DEL ACCESO A ALT	063	010	3378	PUERTO ESPERANZA	DRA. KISIEL LILIAN	                         	VERDADERO 	DRA. KISIEL LILIAN	2007-07-07	2011-12-31	VERDADERO 	N95613	FABIO MARTINEZ	2008-03-26	2009-12-31	N10457				DRA. KISIEL LILIAN			10	10	                                        	
CAPS NUEVA ESPERANZA 1	Bº NUEVA ESPERANZA 1 CALLE GUILLERMO NUÑEZ	063	010	3378	PUERTO ESPERANZA	DRA. KISIEL LILIAN	                         	VERDADERO 	DRA. KISIEL LILIAN	2007-07-07	2011-12-31	VERDADERO 	N95613	FABIO MARTINEZ	2008-03-26	2009-12-31	N10458				DRA. KISIEL LILIAN			10	10	                                        	
POSTA S. BARRIO ILLIA	LUIS AGOTE Y BUSETICH	070	070	3315	LEANDRO N ALEM	NÉSTOR ZAMBÓN	                         	VERDADERO 	NÉSTOR ZAMBÓN	2006-07-01	2011-12-31	VERDADERO 	N05170	DRA. GRACIELA MIRIM KRIEGER	2006-07-01	2009-12-31	N10466				NÉSTOR ZAMBÓN			10	7	                                        	
POSTA S. KM 1214 RUTA 14	KM. 1214	056	030	3364	SAN VICENTE	DRA. SANDRA BESOLD		FALSO     				FALSO     					N10467							10	11	                                        	
POSTA S. KM 1250	KM. 1250	056	030	3364	SAN VICENTE	DRA. SANDRA BESOLD		FALSO     				FALSO     					N10468							10	11	                                        	
CAPS PAREHA	PAREJHA	042	010	3382	COLONIA VICTORIA	DR. JULIO VÍCTOR GALARZA	                         	FALSO     				FALSO     					N10469							10	10	                                        	
PUESTO S. COLONIA MATTES S. LINIERS KM 36	KM. 36 COLONIA MATTES	042	080	3381	SANTIAGO DE LINIERS	DR. JULIO VÍCTOR GALARZA	                         	FALSO     				FALSO     					N10470							10	10	                                        	
CAPS GUARAYPÓ	GUARAYPO	084	030	3384	MONTECARLO	MARÍA ALEJANDRA LAMY	                         	VERDADERO 	MARÍA ALEJANDRA LAMY	2006-07-01	2011-12-31	VERDADERO 	N05177	MARÍA ALEJANDRA LAMY	2006-07-01	2009-12-31	N10471				MARÍA ALEJANDRA LAMY			10	10	                                        	
HOGAR LAS PALMAS		042	020	3380	ELDORADO			FALSO     				FALSO     					N10478							10	10	                                        	
CAPS PICADA 24 - SAN PABLO Y SAN MATEO	PICADA 24	042	020	3380	ELDORADO	JOHANSEN ESTHER MABEL		VERDADERO 	ESTHER MABEL JOHANSEN	2006-07-01	2011-12-31	VERDADERO 	N95613	FABIO MARTINEZ	2008-03-26	2009-12-31	N10482				ESTHER MABEL JOHANSEN			10	10	                                        	
